,Unnamed: 0,callsign,typecode,origin,destination,firstseen,latitude_1,longitude_1,latitude_2,longitude_2,type,Departure Country,Arrival Country,Is International,date
239,637643,GEC8174,MD11,EDDF,KATL,2020-08-10,50.04058456420898,8.547742743241159,33.63180386818061,-84.41253662109375,cargo,['DE'],['US'],0,2020-08-10
240,644095,GEC8254,MD11,EDDF,SBKP,2020-08-10,50.03996658325195,8.5451949270148,-23.00724792480469,-47.13469349254258,cargo,['DE'],['BR'],0,2020-08-10
241,649494,GEC8189,B77L,KORD,EDDF,2020-08-10,41.96896362304688,-87.93107466264206,50.03997802734375,8.545231066252056,cargo,['US'],['DE'],0,2020-08-10
242,650281,GEC8265,MD11,SBKP,EDDF,2020-08-10,-23.00662800417109,-47.1356201171875,50.04128149000265,8.547641651050464,cargo,['BR'],['DE'],0,2020-08-10
243,659736,GEC8476,B77L,VOBL,VHHH,2020-08-10,13.1898783021054,77.68707275390625,22.31666564941406,113.91568825461651,cargo,['IN'],['HK'],0,2020-08-10
245,670753,GEC8175,MD11,KATL,EDDF,2020-08-11,33.634689331054695,-84.43525664660393,50.04187503103482,8.581714114627323,cargo,['US'],['DE'],0,2020-08-11
246,675553,GEC8477,B77L,VHHH,EDDF,2020-08-11,22.304573705640895,113.9239501953125,50.036928855766675,8.534020088814401,cargo,['HK'],['DE'],0,2020-08-11
249,681700,GEC8342,MD11,EDDF,LLBG,2020-08-11,50.04073450120828,8.54517343881968,31.94056106826006,35.021779585857786,cargo,['DE'],['IL'],0,2020-08-11
250,682431,GEC8430,B77L,EDDF,RKSI,2020-08-11,50.04039001464844,8.546532078793174,37.52421569824219,126.40425012466758,cargo,['DE'],['KR'],0,2020-08-11
251,684367,GEC8400,B77L,EDDF,RKSI,2020-08-11,50.03966903686523,8.543984262566816,37.51876831054688,126.4091004716589,cargo,['DE'],['KR'],0,2020-08-11
253,686652,GEC8266,MD11,EDDF,SBGR,2020-08-11,50.04053665419756,8.547548861116976,-23.43946838378906,-46.48944646661931,cargo,['DE'],['BR'],0,2020-08-11
254,695823,GEC8255,MD11,SBKP,EDDF,2020-08-11,-23.009840108580534,-47.13109334309894,50.03839874267578,8.572570399234168,cargo,['BR'],['DE'],0,2020-08-11
255,701855,GEC8343,MD11,LLBG,EDDF,2020-08-11,32.007888793945305,34.836492919921874,50.04063034057617,8.547995717901934,cargo,['IL'],['DE'],0,2020-08-11
257,712643,GEC8160,MD11,EDDF,KJFK,2020-08-11,50.04006958007812,8.545592458624588,40.64932095802436,-73.75172008167613,cargo,['DE'],['US'],0,2020-08-11
258,715260,GEC8462,B77L,EDDF,OMSJ,2020-08-11,50.03685902740995,8.529770309860641,25.327966981014967,55.52293309625589,cargo,['DE'],['AE'],0,2020-08-11
260,735361,GEC8462,B77L,OMSJ,VHHH,2020-08-12,25.32837431309587,55.5175694879496,22.311556541313557,113.8997904459635,cargo,['AE'],['HK'],0,2020-08-12
261,735518,GEC8190,B77L,EDDF,KORD,2020-08-12,50.03792953491211,8.533594231856496,41.96151351928711,-87.91420503096145,cargo,['DE'],['US'],0,2020-08-12
263,738411,GEC8266,MD11,SBGR,SAEZ,2020-08-12,-23.41931359242585,-46.42817179361975,-34.88680564751058,-58.45705032348633,cargo,['BR'],['AR'],0,2020-08-12
264,741695,GEC8161,MD11,KJFK,EDDF,2020-08-12,40.62162780761719,-73.78619384765625,50.04266641907773,8.582140948321369,cargo,['US'],['DE'],0,2020-08-12
265,743367,GEC8410,B77L,EDDF,RKSI,2020-08-12,50.04028061688956,8.543373314110008,37.52178955078125,126.40641232754321,cargo,['DE'],['KR'],0,2020-08-12
267,747734,GEC8267,MD11,SAEZ,SBKP,2020-08-12,-34.829269409179695,-58.52658018773917,-23.005324541512213,-47.13740030924475,cargo,['AR'],['BR'],0,2020-08-12
268,760863,GEC8340,MD11,EDDF,LLBG,2020-08-12,50.04058456420898,8.547760812859785,32.054397583007805,35.12384033203125,cargo,['DE'],['IL'],0,2020-08-12
269,762399,GEC8267,MD11,SBKP,EDDF,2020-08-12,-23.009933213056172,-47.1309916178385,50.040321350097656,8.543659009431536,cargo,['BR'],['DE'],0,2020-08-12
270,762407,GEC8404,B77L,EDDF,RKSI,2020-08-12,50.04084777832031,8.569119102076478,37.51952090505826,126.40857198963998,cargo,['DE'],['KR'],0,2020-08-12
271,768888,GEC8473,B77L,VHHH,EDDF,2020-08-12,22.30261851165254,113.91789754231769,50.03968048095703,8.544002332185443,cargo,['HK'],['DE'],0,2020-08-12
272,771274,GEC8188,MD11,EDDF,KORD,2020-08-12,50.04060745239258,8.544833534642269,41.96417999267578,-87.90131482211024,cargo,['DE'],['US'],0,2020-08-12
273,773559,GEC8264,MD11,EDDF,SBKP,2020-08-12,50.03965216167902,8.543874379750845,-23.00653489969545,-47.13572184244788,cargo,['DE'],['BR'],0,2020-08-12
274,774561,GEC8174,B77L,EDDF,KATL,2020-08-12,50.04031553106793,8.543633125923776,33.63180541992188,-84.40762266820792,cargo,['DE'],['US'],0,2020-08-12
275,782216,GEC8191,B77L,KORD,EDDF,2020-08-12,41.96903034792108,-87.89036950399712,50.041236877441406,8.54747169896176,cargo,['US'],['DE'],0,2020-08-12
276,782278,GEC8160,MD11,EDDF,KJFK,2020-08-12,50.041258213883744,8.547585977090371,40.65138244628906,-73.7501220703125,cargo,['DE'],['US'],0,2020-08-12
277,784736,GEC8341,MD11,LLBG,LTBW,2020-08-12,32.01080839512711,34.8508188675861,41.19863891601562,28.70867919921875,cargo,['IL'],['TR'],0,2020-08-12
278,785792,CGECT,PC12,CYTZ,CYFJ,2020-08-12,43.62840270996094,-79.39953471339027,46.28256225585938,-74.81408095941309,cargo,['CA'],['CA'],1,2020-08-12
279,790409,CGECT,PC12,CYFJ,CYTZ,2020-08-12,46.33406066894531,-74.8282827982088,43.631457312632406,-79.38707624162947,cargo,['CA'],['CA'],1,2020-08-12
282,806535,GEC8175,B77L,KATL,EDDF,2020-08-13,33.63180541992188,-84.44988639987247,50.033204676741256,8.557885659707559,cargo,['US'],['DE'],0,2020-08-13
283,808443,GEC8161,MD11,KJFK,EDDF,2020-08-13,40.63540649414062,-73.78814697265625,50.03916549682617,8.542701319644324,cargo,['US'],['DE'],0,2020-08-13
286,810725,GEC8189,MD11,KORD,EDDF,2020-08-13,41.96146774291992,-87.91418942538172,50.04008102416992,8.545628597861839,cargo,['US'],['DE'],0,2020-08-13
287,811616,GEC8402,B77L,EDDF,RKSI,2020-08-13,50.04124657582428,8.54743751319679,37.521755412473524,126.4063627823539,cargo,['DE'],['KR'],0,2020-08-13
288,814794,GEC8414,B77L,EDDF,WSSS,2020-08-13,50.039687075857394,8.54398572767103,1.4300079345703118,104.02767892611229,cargo,['DE'],['SG'],0,2020-08-13
289,819571,GEC8264,MD11,SBKP,SAEZ,2020-08-13,-23.00411418332891,-47.13912963867188,-34.81796264648438,-58.55981943558674,cargo,['BR'],['AR'],0,2020-08-13
291,828457,GEC8340,MD11,EDDF,LLBG,2020-08-13,50.04033279418945,8.543659009431536,32.04473876953125,34.8079833984375,cargo,['DE'],['IL'],0,2020-08-13
292,830968,GEC8430,B77L,EDDF,RKSI,2020-08-13,50.04035568237305,8.5465501484118,37.50918630826271,126.41782677691921,cargo,['DE'],['KR'],0,2020-08-13
294,837474,GEC8186,MD11,EDDF,KORD,2020-08-13,50.0412483215332,8.547489768580387,41.96904198598053,-87.90330398914426,cargo,['DE'],['US'],0,2020-08-13
295,837985,GEC8400,B77L,EDDF,RKSI,2020-08-13,50.04061812061374,8.547901462864232,37.51593638274629,126.4117365298064,cargo,['DE'],['KR'],0,2020-08-13
296,842430,GEC8174,MD11,EDDF,KATL,2020-08-13,50.0416259765625,8.572227076480262,33.63469010692532,-84.40961837768555,cargo,['DE'],['US'],0,2020-08-13
298,848020,GEC8160,MD11,EDDF,KJFK,2020-08-13,50.03697967529297,8.529691194233141,40.62849426269531,-73.77301025390625,cargo,['DE'],['US'],0,2020-08-13
299,849099,GEC8200,MD11,EDDF,KORD,2020-08-13,50.04002380371094,8.545429832056946,41.96496963500977,-87.89686723188919,cargo,['DE'],['US'],0,2020-08-13
300,851799,GEC8474,B77L,EDDF,VOBL,2020-08-13,50.04022979736328,8.543153060109992,13.18936622748941,77.73053620990954,cargo,['DE'],['IN'],0,2020-08-13
301,853708,GEC8341,MD11,LLBG,LTBW,2020-08-13,32.010575633938025,34.845774125079714,41.19500628972457,28.72918562455611,cargo,['IL'],['TR'],0,2020-08-13
302,860237,GEC8265,MD11,SBKP,EDDF,2020-08-13,-23.00490557137186,-47.137959798177064,50.03933793407376,8.540830869932432,cargo,['BR'],['DE'],0,2020-08-13
304,867242,GEC8415,B77L,WSSS,RKSI,2020-08-14,1.323945643538136,103.98289647595641,37.5076904296875,126.4190349173039,cargo,['SG'],['KR'],0,2020-08-14
306,875372,GEC8187,MD11,KORD,EDDF,2020-08-14,41.965725139036024,-87.92332848837212,50.03887939453125,8.542882015830589,cargo,['US'],['DE'],0,2020-08-14
307,877480,GEC8175,MD11,KATL,EDDF,2020-08-14,33.634689331054695,-84.4380592813297,50.04032716912738,8.543670241897171,cargo,['US'],['DE'],0,2020-08-14
309,878111,GEC8161,MD11,KJFK,EDDF,2020-08-14,40.64196570444915,-73.80271911621094,50.03964052361957,8.547084911449536,cargo,['US'],['DE'],0,2020-08-14
310,878433,GEC8474,B77L,VOBL,VHHH,2020-08-14,13.18969209315413,77.69651714124178,22.31137033236229,113.8992818196615,cargo,['IN'],['HK'],0,2020-08-14
311,879151,GEC8200,MD11,KORD,KDFW,2020-08-14,41.967389381538,-87.9124060342478,32.921676635742195,-97.05069580078123,cargo,['US'],['US'],1,2020-08-14
315,888512,GEC8201,MD11,KDFW,EDDF,2020-08-14,32.8828714661679,-97.03007289341521,50.039046982587394,8.542723784575589,cargo,['US'],['DE'],0,2020-08-14
317,896979,GEC8186,MD11,EDDF,KORD,2020-08-14,50.03913116455078,8.545718945954974,41.96566772460938,-87.94062527743256,cargo,['DE'],['US'],0,2020-08-14
320,917111,GEC8254,MD11,EDDF,EDDF,2020-08-14,50.04031553106793,8.543651683910474,50.039116810944115,8.542723784575589,cargo,['DE'],['DE'],1,2020-08-14
321,917552,GEC8175,MD11,EDDF,EDDF,2020-08-14,50.03879928588867,8.54121961091694,50.041282653808594,8.547652395148027,cargo,['DE'],['DE'],1,2020-08-14
322,918987,GEC8254,MD11,EDDF,SBKP,2020-08-14,50.0384068893174,8.543150618269637,-23.00727973550056,-47.1346537272135,cargo,['DE'],['BR'],0,2020-08-14
325,925583,GEC8458,B77L,EDDF,VHHH,2020-08-14,50.04119110107422,8.547218724300986,22.31635142180879,113.91474405924481,cargo,['DE'],['HK'],0,2020-08-14
327,939157,GEC8187,MD11,KORD,EDDF,2020-08-15,41.96903034792108,-87.90276106013805,50.03675428487487,8.529825983820736,cargo,['US'],['DE'],0,2020-08-15
328,941668,GEC8161,MD11,KJFK,EDDF,2020-08-15,40.65115356445312,-73.76251220703125,50.04006958007812,8.545574389005962,cargo,['US'],['DE'],0,2020-08-15
329,943923,GEC8189,MD11,KORD,EDDF,2020-08-15,41.9838981628418,-87.91457956487483,50.039687075857394,8.544022843644425,cargo,['US'],['DE'],0,2020-08-15
330,943986,GEC8402,B77L,EDDF,RKSI,2020-08-15,50.04061812061374,8.547882904877534,37.52105712890625,126.40687983086771,cargo,['DE'],['KR'],0,2020-08-15
331,944516,GEC8410,B77L,EDDF,RKSI,2020-08-15,50.04123493776483,8.547326165276605,37.52252197265625,126.4057110725565,cargo,['DE'],['KR'],0,2020-08-15
332,944766,GEC8342,MD11,EDDF,LLBG,2020-08-15,50.03887241169558,8.541461841480151,31.946333545749468,34.87374441964286,cargo,['DE'],['IL'],0,2020-08-15
334,952378,GEC8476,B77L,EDDF,VOBL,2020-08-15,50.0365104675293,8.531371668765418,13.189319675251589,77.73309004934211,cargo,['DE'],['IN'],0,2020-08-15
336,961438,GEC8172,MD11,EDDF,KATL,2020-08-15,50.037025451660156,8.529673124614515,33.63189697265625,-84.40681457519531,cargo,['DE'],['US'],0,2020-08-15
337,961597,GEC8343,MD11,LLBG,EDDF,2020-08-15,32.007549738479874,34.830023317920926,50.040321350097656,8.54364093981291,cargo,['IL'],['DE'],0,2020-08-15
338,967371,GEC8255,MD11,SBKP,EDDF,2020-08-15,-23.00985717773438,-47.13109796697444,50.04065303479211,8.548012810784417,cargo,['BR'],['DE'],0,2020-08-15
339,970598,GEC8459,B77L,VHHH,EDDF,2020-08-15,22.30168746689619,113.91494750976558,50.04032716912738,8.543633125923776,cargo,['HK'],['DE'],0,2020-08-15
341,979027,GEC8408,B77L,EDDF,RKSI,2020-08-15,50.04060745239258,8.547887300190173,37.31007385253906,126.5945239777261,cargo,['DE'],['KR'],0,2020-08-15
342,979711,GEC8176,MD11,EDDF,KATL,2020-08-15,50.03964614868164,8.543821635999175,33.631851196289055,-84.41390056999364,cargo,['DE'],['US'],0,2020-08-15
343,985354,GEC8160,MD11,EDDF,KJFK,2020-08-15,50.04031553106793,8.543633125923776,40.61901545120498,-73.7879250266335,cargo,['DE'],['US'],0,2020-08-15
344,990510,GEC8476,B77L,VOBL,VHHH,2020-08-15,13.1898783021054,77.6906384919819,22.31272888183594,113.90360329367901,cargo,['IN'],['HK'],0,2020-08-15
345,991069,CGECT,PC12,CYKZ,CYUL,2020-08-15,43.85989379882812,-79.36798095703125,45.45744323730469,-73.74167306082592,cargo,['CA'],['CA'],1,2020-08-15
346,994466,CGECT,PC12,CYUL,CYOW,2020-08-15,45.47314453125,-73.72126988002232,45.3034274860964,-75.69332215844128,cargo,['CA'],['CA'],1,2020-08-15
349,998952,GEC8173,MD11,KATL,EDDF,2020-08-16,33.63473510742188,-84.4509514010682,50.040321350097656,8.543659009431536,cargo,['US'],['DE'],0,2020-08-16
350,1004446,GEC8477,B77L,VHHH,EDDF,2020-08-16,22.3048095703125,113.9246271306818,50.042198181152344,8.581930461682768,cargo,['HK'],['DE'],0,2020-08-16
351,1004832,GEC8186,MD11,EDDF,KORD,2020-08-16,50.041258213883744,8.547418955210093,41.96581824351165,-87.92508502339207,cargo,['DE'],['US'],0,2020-08-16
352,1005839,GEC8161,MD11,KJFK,EDDF,2020-08-16,40.64295959472656,-73.769287109375,50.041259765625,8.547562047054893,cargo,['US'],['DE'],0,2020-08-16
353,1007201,GEC8406,B77L,EDDF,RKSI,2020-08-16,50.04031553106793,8.543633125923776,37.30087280273438,126.6025884100731,cargo,['DE'],['KR'],0,2020-08-16
354,1007789,GEC8430,B77L,EDDF,RKSI,2020-08-16,50.03945431466829,8.546899331582559,37.310302734375,126.5937642848238,cargo,['DE'],['KR'],0,2020-08-16
356,1023038,GEC8400,B77L,EDDF,RKSI,2020-08-16,50.039634704589844,8.546893471165706,37.5089069948358,126.41788648522423,cargo,['DE'],['KR'],0,2020-08-16
357,1026990,CGECT,PC12,CYOW,CYFJ,2020-08-16,45.325772560248936,-75.64328077362802,46.58436584472656,-74.71989329268291,cargo,['CA'],['CA'],1,2020-08-16
358,1029809,GEC8264,MD11,EDDF,SBKP,2020-08-16,50.04033880718684,8.543354756123312,-23.00578308105469,-47.13674094460225,cargo,['DE'],['BR'],0,2020-08-16
359,1033983,CGECT,PC12,CYFJ,CYTZ,2020-08-16,46.34303206104343,-74.82218170166016,43.63105773925781,-79.38874000726742,cargo,['CA'],['CA'],1,2020-08-16
360,1034507,GEC8409,B77L,RKSI,EDDF,2020-08-16,37.50550868147511,126.4201554008152,50.03819274902344,8.543261477821751,cargo,['KR'],['DE'],0,2020-08-16
361,1038847,GEC8170,MD11,EDDF,KATL,2020-08-16,50.04120002358646,8.54728904930321,33.631851196289055,-84.41328399035393,cargo,['DE'],['US'],0,2020-08-16
362,1040826,CGECT,PC12,CYTZ,CBW8,2020-08-16,43.62950211864407,-79.39518519810268,44.33949279785156,-79.50910295758928,cargo,['CA'],['CA'],1,2020-08-16
363,1042810,GEC8160,MD11,EDDF,KJFK,2020-08-16,50.03987503051758,8.546857331928454,40.61851501464844,-73.788330078125,cargo,['DE'],['US'],0,2020-08-16
364,1044444,GEC8187,MD11,KORD,EDDF,2020-08-16,41.96903034792108,-87.89151923601013,50.03957748413086,8.547616255910771,cargo,['US'],['DE'],0,2020-08-16
366,1047635,GEC8177,MD11,KATL,EDDF,2020-08-16,33.63436424126059,-84.45579528808594,50.03716278076172,8.545538249768706,cargo,['US'],['DE'],0,2020-08-16
367,1056730,GEC8433,B77L,RKSI,EDDF,2020-08-16,37.50164794921875,126.4187427277261,50.03965216167902,8.584850414379224,cargo,['KR'],['DE'],0,2020-08-16
369,1068633,GEC8171,MD11,KATL,EDDF,2020-08-17,33.63469010692532,-84.44395065307617,50.03709178859904,8.548718014278927,cargo,['US'],['DE'],0,2020-08-17
370,1069070,GEC8161,MD11,KJFK,EDDF,2020-08-17,40.648017495365465,-73.76520330255681,50.04068794897047,8.545191996806379,cargo,['US'],['DE'],0,2020-08-17
372,1070033,GEC8404,B77L,EDDF,RKSI,2020-08-17,50.039396124371024,8.55489782384924,37.30815124511719,126.595984925615,cargo,['DE'],['KR'],0,2020-08-17
373,1073337,GEC8264,MD11,SBKP,SAEZ,2020-08-17,-23.00395202636719,-47.13933771306819,-34.81520830574686,-58.57515335083008,cargo,['BR'],['AR'],0,2020-08-17
374,1079336,GEC8400,B77L,EDDF,RKSI,2020-08-17,50.0389422400523,8.553042025179476,37.31039428710938,126.5941149123172,cargo,['DE'],['KR'],0,2020-08-17
375,1081942,GEC8476,B77L,EDDF,VOBL,2020-08-17,50.045750504833144,8.586001009554476,13.18936622748941,77.73309004934211,cargo,['DE'],['IN'],0,2020-08-17
377,1091277,GEC8265,MD11,SAEZ,SBKP,2020-08-17,-34.823541156316196,-58.52834701538086,-23.00988666081832,-47.13109334309894,cargo,['AR'],['BR'],0,2020-08-17
378,1093545,GEC8174,MD11,EDDF,KATL,2020-08-17,50.04066467285156,8.545024974926099,33.631851196289055,-84.41188267299107,cargo,['DE'],['US'],0,2020-08-17
379,1104960,GEC8254,MD11,EDDF,SBKP,2020-08-17,50.039966389284295,8.54517343881968,-23.004021078853327,-47.13923136393225,cargo,['DE'],['BR'],0,2020-08-17
380,1106531,GEC8406,B77L,EDDF,RKSI,2020-08-17,50.04121398925781,8.54720065468236,37.30517578125,126.59878994556179,cargo,['DE'],['KR'],0,2020-08-17
381,1110862,GEC8265,MD11,SBKP,EDDF,2020-08-17,-23.00880432128906,-47.13254616477269,50.03985214233398,8.54691154078433,cargo,['BR'],['DE'],0,2020-08-17
383,1120661,GEC8476,B77L,VOBL,VHHH,2020-08-17,13.1898193359375,77.69427069302262,22.311556541313557,113.89999389648442,cargo,['IN'],['HK'],0,2020-08-17
384,1122600,GEC8445,B77L,RKSI,EDDF,2020-08-17,37.50370788574219,126.41710646609043,50.04123493776483,8.547474629170187,cargo,['KR'],['DE'],0,2020-08-17
385,1130014,GEC8175,MD11,KATL,EDDF,2020-08-18,33.6346435546875,-84.43399429321289,50.03997802734375,8.545210554793075,cargo,['US'],['DE'],0,2020-08-18
386,1130934,GEC8441,B77L,RKSI,EDDF,2020-08-18,37.496849965241,126.4227825662364,50.04081344604492,8.546297173751027,cargo,['KR'],['DE'],0,2020-08-18
387,1135147,GEC8477,B77L,VHHH,EDDF,2020-08-18,22.300477108712922,113.91123453776041,50.03820904230667,8.543261966189823,cargo,['HK'],['DE'],0,2020-08-18
388,1140897,GEC8342,MD11,EDDF,LLBG,2020-08-18,50.040321350097656,8.54364093981291,32.11148071289062,34.98129272460938,cargo,['DE'],['IL'],0,2020-08-18
389,1141113,GEC8430,B77L,EDDF,RKSI,2020-08-18,50.04037372136522,8.546565287822004,37.52198817366261,126.4063627823539,cargo,['DE'],['KR'],0,2020-08-18
391,1145798,GEC8266,MD11,EDDF,SBKP,2020-08-18,50.04064178466797,8.544923882735402,-22.99787618346136,-47.1478271484375,cargo,['DE'],['BR'],0,2020-08-18
393,1147490,GEC8400,B77L,EDDF,RKSI,2020-08-18,50.041118557170286,8.547084911449536,37.51950073242188,126.40857453041893,cargo,['DE'],['KR'],0,2020-08-18
395,1157030,GEC8255,MD11,SBKP,EDDF,2020-08-18,-23.007931466829966,-47.13383992513019,50.040827605683916,8.546305476008236,cargo,['BR'],['DE'],0,2020-08-18
396,1162257,GEC8343,MD11,LLBG,EDDF,2020-08-18,32.008346557617195,34.83737182617188,50.040916442871094,8.545935781378494,cargo,['IL'],['DE'],0,2020-08-18
397,1163062,GEC8370,MD11,EDDF,VABB,2020-08-18,50.03996658325195,8.545176857396175,19.08869934082031,72.86745888846261,cargo,['DE'],['IN'],0,2020-08-18
398,1165269,GEC8407,B77L,RKSI,EDDF,2020-08-18,37.501086218882406,126.419677734375,50.0401611328125,8.546658566123558,cargo,['KR'],['DE'],0,2020-08-18
399,1168703,GEC8385,B77L,RKSI,EDDF,2020-08-18,37.50127242783368,126.4189015264097,50.04061812061374,8.544857953045819,cargo,['KR'],['DE'],0,2020-08-18
401,1174729,GEC8462,B77L,EDDF,OMSJ,2020-08-18,50.04120254516602,8.547291002775493,25.32957458496094,55.52014668782553,cargo,['DE'],['AE'],0,2020-08-18
403,1194757,GEC8462,B77L,OMSJ,VHHH,2020-08-19,25.327210507150426,55.51956464659492,22.309973765227753,113.895009358724,cargo,['AE'],['HK'],0,2020-08-19
404,1195345,GEC8160,MD11,EDDF,KJFK,2020-08-19,50.03909353482521,8.542742342562287,40.61915588378906,-73.787841796875,cargo,['DE'],['US'],0,2020-08-19
406,1195563,GEC8390,MD11,EDDF,RKSI,2020-08-19,50.04072189331055,8.5451949270148,37.31062316894531,126.59329678149929,cargo,['DE'],['KR'],0,2020-08-19
407,1197993,GEC8441,B77L,RKSI,EDDF,2020-08-19,37.50001551741261,126.41985685929008,50.04019546508789,8.54606226870888,cargo,['KR'],['DE'],0,2020-08-19
408,1200862,GEC8404,B77L,EDDF,RKSI,2020-08-19,50.04060745239258,8.547851160952918,37.5081156067929,126.4186626931895,cargo,['DE'],['KR'],0,2020-08-19
411,1207323,GEC8410,B77L,EDDF,RKSI,2020-08-19,50.03968048095703,8.544002332185443,37.5198933229608,126.4080943231997,cargo,['DE'],['KR'],0,2020-08-19
412,1218727,GEC8161,MD11,KJFK,EDDF,2020-08-19,40.64387512207031,-73.76861572265625,50.04065303479211,8.548031368771115,cargo,['US'],['DE'],0,2020-08-19
413,1228165,GEC8473,B77L,VHHH,EDDF,2020-08-19,22.30676166081832,113.93051147460942,50.04112243652344,8.54698381925884,cargo,['HK'],['DE'],0,2020-08-19
414,1231621,GEC8264,MD11,EDDF,SBKP,2020-08-19,50.041282653808594,8.5476343255294,-23.00411418332891,-47.139180501302064,cargo,['DE'],['BR'],0,2020-08-19
415,1232062,GEC8188,B77L,EDDF,KORD,2020-08-19,50.04030389300847,8.546602403795397,41.96567858679821,-87.93629491051962,cargo,['DE'],['US'],0,2020-08-19
416,1235825,GEC8390,MD11,RKSI,RJBB,2020-08-19,37.48988342285156,126.4352222199136,34.43087768554688,135.2096370774873,cargo,['KR'],['JP'],0,2020-08-19
417,1236407,GEC8174,MD11,EDDF,KATL,2020-08-19,50.0397834777832,8.542339927271794,33.63180541992188,-84.4552674585459,cargo,['DE'],['US'],0,2020-08-19
419,1248174,GEC8391,MD11,RJBB,RKSI,2020-08-19,34.436325073242195,135.2178207708865,37.52201843261719,126.406178575881,cargo,['JP'],['KR'],0,2020-08-19
423,1262367,GEC8160,MD11,EDDF,KJFK,2020-08-20,50.04060745239258,8.547778882478411,40.64305114746094,-73.80461120605469,cargo,['DE'],['US'],0,2020-08-20
425,1265141,GEC8189,B77L,KORD,EDDF,2020-08-20,41.96571350097656,-87.92377125133167,50.03823231842558,8.543261966189823,cargo,['US'],['DE'],0,2020-08-20
426,1267490,GEC8175,MD11,KATL,EDDF,2020-08-20,33.63180541992188,-84.4182726801658,50.04060745239258,8.544833534642269,cargo,['US'],['DE'],0,2020-08-20
427,1269664,GEC8402,B77L,EDDF,RKSI,2020-08-20,50.04118838552701,8.547066353462839,37.51844787597656,126.40945109915228,cargo,['DE'],['KR'],0,2020-08-20
428,1270196,GEC8391,MD11,RKSI,EDDF,2020-08-20,37.49098438327595,126.428514563519,50.04032716912738,8.543651683910474,cargo,['KR'],['DE'],0,2020-08-20
